window_end,window_start,observations,pc1_explained_variance_ratio,pc2_explained_variance_ratio,pc3_explained_variance_ratio,pc1_pc3_cumulative_explained_variance_ratio,pc1_abs_cosine_similarity_to_previous_window
2022-04-13,2019-04-16,756,0.46187034386464443,0.11858864560164989,0.08037721101838116,0.6608362004846755,0.9998655316150016
2022-05-13,2019-05-16,756,0.46237311007642234,0.11996421254715611,0.08105092126483535,0.6633882438884138,0.9998650156725377
2022-06-14,2019-06-17,756,0.4621091396782818,0.1222211181168327,0.08039483867197345,0.6647250964670879,0.9996393073972563
2022-07-15,2019-07-17,756,0.4615794119444544,0.12203628310335338,0.08236722027566824,0.665982915323476,0.9999825460664329
2022-08-15,2019-08-15,756,0.4577629670055205,0.12411770410938124,0.08309513550123045,0.6649758066161322,0.9998566316701343
2022-09-14,2019-09-16,756,0.4584319133958163,0.12498576896613693,0.08376850992765146,0.6671861922896047,0.9997605364720648
2022-10-13,2019-10-15,756,0.4605174815687163,0.1267168564565216,0.08357073536481567,0.6708050733900535,0.9996166677214415
2022-11-11,2019-11-13,756,0.4613725042826219,0.12883361981796704,0.08381913242770951,0.6740252565282985,0.9995738729177498
2022-12-13,2019-12-13,756,0.46174798994479466,0.12999905892112346,0.08352938098852478,0.6752764298544429,0.9999209091947105
2023-01-13,2020-01-15,756,0.4618490132579336,0.13056834115042065,0.08287292988547454,0.6752902842938288,0.9999579353348532
2023-02-14,2020-02-14,756,0.46061976707374563,0.13111071715378397,0.0830134201719336,0.6747439043994632,0.9999694303614054
2023-03-16,2020-03-17,756,0.41264963263077925,0.13488952738844098,0.0924988633916226,0.6400380234108428,0.9966158803901916
2023-04-17,2020-04-16,756,0.38485793860756384,0.14577682025653985,0.08984138226506246,0.6204761411291662,0.9978298591386742
2023-05-16,2020-05-15,756,0.3816180902094724,0.14832003079495223,0.09389676351826859,0.6238348845226932,0.999903040644304
2023-06-15,2020-06-16,756,0.3743166549020913,0.14803735568920232,0.09741412173963598,0.6197681323309296,0.9996432356814543
2023-07-18,2020-07-16,756,0.37263977984885716,0.146946153780003,0.09966314981969257,0.6192490834485528,0.9998169243526923
2023-08-16,2020-08-14,756,0.37515244517694146,0.14705416152366588,0.10067739940249085,0.6228840061030982,0.9999241364517075
2023-09-15,2020-09-15,756,0.37376564327807765,0.14727599074698372,0.10147641094760702,0.6225180449726685,0.9999164520733334
2023-10-16,2020-10-14,756,0.37188059813770885,0.1470668788094591,0.10328098881453925,0.6222284657617072,0.9999104028524395
2023-11-14,2020-11-12,756,0.3729400285156264,0.14478110732733307,0.10607758345268802,0.6237987192956475,0.999822277069456
2023-12-14,2020-12-14,756,0.3721919666416525,0.14472376515866242,0.10811395410848942,0.6250296859088044,0.9999116619827736
2024-01-17,2021-01-14,756,0.37501067596625,0.14401642180483556,0.10866397962744069,0.6276910773985263,0.9999721011380824
2024-02-15,2021-02-16,756,0.3751154358586364,0.14425044034417828,0.10981205326476741,0.629177929467582,0.9999255735094208
2024-03-18,2021-03-17,756,0.3738405854307723,0.14434604178879665,0.11020169749546195,0.6283883247150309,0.9999630266518336
2024-04-17,2021-04-16,756,0.3742859504963516,0.14456232286849097,0.10970006041882294,0.6285483337836655,0.9999639874145759
2024-05-16,2021-05-17,756,0.3727261530271651,0.14462249695194623,0.10983109343303575,0.6271797434121471,0.9999528516245665
2024-06-17,2021-06-16,756,0.3713889808483494,0.14454667793635534,0.10979276654876888,0.6257284253334737,0.999972473316186
2024-07-18,2021-07-16,756,0.36954698717251405,0.1439158972505932,0.10993267552299353,0.6233955599461009,0.9999333266259316
2024-08-16,2021-08-16,756,0.3699136067863366,0.1436609100327227,0.10938475623424133,0.6229592730533007,0.9999197709335311
2024-09-17,2021-09-15,756,0.37034892410370235,0.14442336354225016,0.10869640427504229,0.6234686919209949,0.9999839049733196
2024-10-16,2021-10-14,756,0.3668797855550103,0.1436333824059753,0.11009808249556463,0.6206112504565502,0.9999516869535702
2024-11-14,2021-11-12,756,0.3637716411400505,0.14518848196668557,0.10974545198037763,0.6187055750871138,0.999925402548917
2024-12-16,2021-12-14,756,0.36207145820609216,0.14189097827802602,0.11173101599345109,0.6156934524775692,0.9997205257705079
2025-01-17,2022-01-13,756,0.3642615598947686,0.14018901009218931,0.1118775898650418,0.6163281598519997,0.9999354899765649
2025-02-19,2022-02-14,756,0.3613010144392175,0.13950352709072927,0.11011324511856564,0.6109177866485125,0.9998644655474123
2025-03-20,2022-03-16,756,0.36392578496274147,0.14251115797593894,0.10038062094256538,0.6068175638812457,0.9989692701698235
2025-04-21,2022-04-14,756,0.3864942723357656,0.1434667686564868,0.09386144058185748,0.6238224815741099,0.9983126047796731
2025-05-20,2022-05-16,756,0.3766631904217611,0.14460622555552521,0.09359139904414958,0.614860815021436,0.9998858414926388
2025-06-20,2022-06-15,756,0.3677287159727419,0.14567792295989568,0.09562486125822227,0.6090315001908598,0.999868362383428
2025-07-22,2022-07-18,756,0.3654746878127789,0.14419720259312213,0.09379978042597778,0.6034716708318788,0.9997501803609905
2025-08-20,2022-08-16,756,0.362496911926814,0.14292904339959228,0.09347484329562424,0.5989007986220305,0.9999199924161971
2025-09-19,2022-09-15,756,0.3526492791117634,0.14449556409054984,0.09281269353282193,0.5899575367351352,0.9998491110151132
2025-10-20,2022-10-14,756,0.33752386834651976,0.1485445927691578,0.09274515930718648,0.5788136204228641,0.9994427340406195
2025-11-18,2022-11-14,756,0.3221658803704589,0.15041760613153823,0.0936992276200606,0.5662827141220577,0.9990199060250928
2025-12-18,2022-12-14,756,0.3144823254052434,0.15086410455619692,0.09673813100738071,0.562084560968821,0.9998021932071922
2026-01-21,2023-01-17,756,0.3076720807949736,0.1505188976386915,0.099418305932225,0.5576092843658901,0.9997769383049485
2026-02-20,2023-02-15,756,0.3025047420734597,0.14840125227690554,0.09940814802092264,0.5503141423712878,0.9997145024464945
2026-03-23,2023-03-17,756,0.2988771354709615,0.1497858946512204,0.10053612923085635,0.5491991593530382,0.9974856717849121
2026-04-22,2023-04-18,756,0.3017771270744301,0.14914191312316813,0.10216622144054857,0.5530852616381468,0.9975606146695394
